userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,titles
157,3.4,3.5,4,3,3.230769231,4.333333333,0,3.666666667,3.5,0,0,0,0,3.5,2.5,3,4.333333333,5,0,"[""Schindler's List (1993)"", 'Kingpin (1996)', 'Fight Club (1999)', 'Me, Myself & Irene (2000)', 'Back to the Future (1985)', 'Rain Man (1988)', 'Payback (1999)', 'Austin Powers: The Spy Who Shagged Me (1999)', 'Who Framed Roger Rabbit? (1988)', 'Boiler Room (2000)']"
158,3.714285714,3.375,0,2.5,3.2,3.6,4,3.357142857,3,0,3.7,0,0,4,3,4,3.6,0,0,"['Payback (1999)', '13th Warrior, The (1999)', '10th & Wolf (2006)', 'Tank Girl (1995)', 'Faculty, The (1998)', 'Whole Nine Yards, The (2000)', '28 Days Later (2002)', '11:14 (2003)', '28 Weeks Later (2007)', '11th Hour, The (2007)']"
159,3.4375,3.710526316,3.807692308,3.9,3.421568627,1.833333333,0,3.184210526,3.961538462,0,0,4.333333333,3.4,4,3.192307692,2.416666667,2.875,3.666666667,0,"['Good Will Hunting (1997)', ""Bridget Jones's Diary (2001)"", 'Pursuit of Happyness, The (2006)', 'Juno (2007)', 'Marley & Me (2008)', '(500) Days of Summer (2009)', 'Blind Side, The  (2009)', 'Toy Story 3 (2010)', 'About Time (2013)', 'Hidden Figures (2016)']"
160,2.284090909,2.294871795,3.615384615,2.894230769,2.75,3.198529412,0,3.194805195,2.819672131,5,2.341666667,3.75,3.69047619,3,2.842592593,2.477099237,2.461538462,3.611111111,2.333333333,"['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Babe (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Angels and Insects (1995)', 'Taxi Driver (1976)', 'Apollo 13 (1995)', 'Strange Days (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Natural Born Killers (1994)', 'Pulp Fiction (1994)']"
161,3.875,4.214285714,4.269230769,4.266666667,3.86,4.666666667,4.5,3.722222222,3.555555556,0,4,0,4.071428571,4,3.25,4.083333333,3.833333333,0,0,"['Shawshank Redemption, The (1994)', 'Wallace & Gromit: A Close Shave (1995)', 'Wallace & Gromit: The Wrong Trousers (1993)', 'Grand Day Out with Wallace and Gromit, A (1989)', 'Doctor Dolittle (1967)', 'Creature Comforts (1989)', 'Chicken Run (2000)', ""Bill & Ted's Excellent Adventure (1989)"", ""Bill & Ted's Bogus Journey (1991)"", 'Chitty Chitty Bang Bang (1968)']"
162,4,4,4,4,4,4.444444444,0,4.257142857,3,0,0,4,4,4,4.142857143,4,4,4.666666667,4,"['Casino (1995)', 'Sense and Sensibility (1995)', 'Dead Man Walking (1995)', ""Mr. Holland's Opus (1995)"", 'Bad Boys (1995)', 'Little Women (1994)', 'Madness of King George, The (1994)', 'Miracle on 34th Street (1994)', 'Murder in the First (1995)', 'Shawshank Redemption, The (1994)']"
163,2.8,2,0,4,3.083333333,2.5,0,3,2,3,3,0,0,3,3.142857143,2.5,3,0,0,"['George of the Jungle (1997)', 'Air Force One (1997)', 'Game, The (1997)', 'Good Will Hunting (1997)', 'As Good as It Gets (1997)', 'Scream (1996)', 'Liar Liar (1997)', 'Volcano (1997)', 'In & Out (1997)', 'L.A. Confidential (1997)']"
164,4.34375,4.277777778,0,4,3.4,3.666666667,0,4.333333333,3.5,0,4,0,0,0,3.75,4.25,4.230769231,5,5,"['Braveheart (1995)', 'Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)', 'Independence Day (a.k.a. ID4) (1996)', 'Die Hard (1988)', 'E.T. the Extra-Terrestrial (1982)', 'Top Gun (1986)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Aliens (1986)', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)']"
165,3.724137931,3.882352941,4,3.333333333,3.454545455,3.529411765,0,3.294117647,3.75,0,3.5,0,4,4,3.666666667,3.6,3.684210526,3.5,3.333333333,"['Princess Bride, The (1987)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Indiana Jones and the Last Crusade (1989)', ""Ocean's Eleven (2001)"", 'My Wife is an Actress (Ma Femme est une Actrice) (2001)', 'Lord of the Rings: The Two Towers, The (2002)', 'Braveheart (1995)', 'Immortal Beloved (1994)', 'Maverick (1994)', 'Speed (1994)']"
166,3.994047619,4.08490566,4.5,4.2,4.067307692,4.201923077,4,4.166666667,4.034482759,4.666666667,3.75,4.428571429,4.5,3.975,4.214285714,4.029411765,4.014705882,4.136363636,4.333333333,"['Toy Story (1995)', 'Usual Suspects, The (1995)', 'Aladdin (1992)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Grosse Pointe Blank (1997)', 'Truman Show, The (1998)', 'American History X (1998)', 'Princess Mononoke (Mononoke-hime) (1997)', 'Memento (2000)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
167,3.451923077,3.822033898,3.92,3.703125,3.378787879,3.431034483,0,3.184210526,3.904761905,4.5,2.954545455,4.0625,3.34375,3.5,2.865384615,3.442857143,3.096774194,2.75,2.75,"['Clerks (1994)', 'Shawshank Redemption, The (1994)', 'Crow, The (1994)', 'Wallace & Gromit: A Close Shave (1995)', 'Wallace & Gromit: The Wrong Trousers (1993)', 'Army of Darkness (1993)', 'Fifth Element, The (1997)', 'Office Space (1999)', 'Dogma (1999)', 'Chicken Run (2000)']"
168,4.53125,4.2,4.5,4.4,4.26,4.64,4.75,4.571428571,4.4,4.75,3,0,4.5,4.735294118,4.366666667,2.25,4.48,4.576923077,4.8,"['Fargo (1996)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Godfather, The (1972)', 'North by Northwest (1959)', 'Citizen Kane (1941)', 'Dial M for Murder (1954)', 'Reservoir Dogs (1992)', 'Cinema Paradiso (Nuovo cinema Paradiso) (1989)', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', '12 Angry Men (1957)']"
169,3.857142857,4.092592593,4.333333333,4.315217391,4.224137931,4.108695652,4.333333333,4.393203883,4.357142857,0,3.75,4.416666667,4.42,4.166666667,4.265432099,3.84,3.816666667,4.35,4.333333333,"['Grumpier Old Men (1995)', 'Father of the Bride Part II (1995)', ""Mr. Holland's Opus (1995)"", 'Happy Gilmore (1996)', 'Santa Clause, The (1994)', 'Shawshank Redemption, The (1994)', 'Mrs. Doubtfire (1993)', 'Rudy (1993)', ""Schindler's List (1993)"", 'Home Alone (1990)']"
170,3.277777778,3.166666667,3.2,3,3.117647059,3.285714286,0,3.625,2.6,0,4,3,3.2,3,3.75,3.333333333,3.157894737,4,3.75,"['Babe (1995)', 'Shawshank Redemption, The (1994)', 'Pocahontas (1995)', 'Braveheart (1995)', 'Crimson Tide (1995)', 'First Knight (1995)', 'Waterworld (1995)', 'Legends of the Fall (1994)', 'Nell (1994)', 'While You Were Sleeping (1995)']"
171,4.571428571,4.636363636,4.75,4.636363636,4.612903226,4.777777778,0,4.676470588,4.4,0,4.666666667,0,4.5,4.75,4.5,4.7,4.684210526,4.5,4.8,"['Toy Story (1995)', 'Leaving Las Vegas (1995)', 'City of Lost Children, The (Cité des enfants perdus, La) (1995)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Seven (a.k.a. Se7en) (1995)', ""Things to Do in Denver When You're Dead (1995)"", 'Taxi Driver (1976)', 'Birdcage, The (1996)', 'Desperado (1995)', 'Living in Oblivion (1995)']"
172,3.7,3.75,3.5,3.75,4,3.833333333,0,3.833333333,3.9,0,3.75,0,3.5,4.5,5,3.875,3.7,3.666666667,3.5,"['Scrooged (1988)', 'Miracle on 34th Street (1994)', ""Schindler's List (1993)"", 'Return of the Pink Panther, The (1975)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Sixth Sense, The (1999)', 'Silence of the Lambs, The (1991)', 'Back to the Future (1985)', 'Nightmare on Elm Street, A (1984)', 'Goonies, The (1985)']"
173,3.125,3.428571429,3,3,3.5,2.333333333,0,3.727272727,3,0,3,3.5,3,0,3.714285714,3.5,2.833333333,4.333333333,0,"['Jeffrey (1995)', 'Forrest Gump (1994)', 'Four Weddings and a Funeral (1994)', ""Schindler's List (1993)"", 'Sense and Sensibility (1995)', 'Birdcage, The (1996)', 'Apollo 13 (1995)', 'Star Trek: Generations (1994)', 'Jurassic Park (1993)', 'Mrs. Doubtfire (1993)']"
174,3.75,3.684210526,3.5,3.4,3.607142857,3.444444444,0,3.692307692,3.4,0,3.5,4,3.5,3.6,3.928571429,3.454545455,3.75,3,4,"['American President, The (1995)', 'Apollo 13 (1995)', 'Net, The (1995)', 'French Kiss (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Nell (1994)', 'Stargate (1994)', 'Ace Ventura: Pet Detective (1994)', 'Firm, The (1993)', 'Fugitive, The (1993)']"
175,0,0,0,4.25,3.722222222,0,0,4.033333333,0,0,0.5,0,4.166666667,0,4.277777778,0.5,0.5,0,0,"['Center Stage (2000)', 'Footloose (1984)', 'Chasing Liberty (2004)', 'Raise Your Voice (2004)', 'Ice Princess (2005)', 'Goal! The Dream Begins (Goal!) (2005)', 'Take the Lead (2006)', 'Step Up (2006)', 'Pay It Forward (2000)', 'Cinderella Story, A (2004)']"
176,4.111111111,4.071428571,3,3,3.416666667,3.857142857,0,4.25,3,0,5,4,3,5,4.25,4.2,4.1875,4.5,4.25,"['GoldenEye (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Braveheart (1995)', 'First Knight (1995)', 'Shawshank Redemption, The (1994)', 'Star Trek: Generations (1994)', 'True Lies (1994)', 'Fugitive, The (1993)', 'Hudsucker Proxy, The (1994)', 'Tombstone (1993)']"
177,3.132701422,3.212328767,3.53960396,3.317241379,3.293367347,3.47983871,3.833333333,3.587239583,3.38,3.111111111,3.032786885,3.633928571,3.62,3.571428571,3.517167382,3.076923077,3.272020725,3.585714286,3.346153846,"['Toy Story (1995)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', 'Mrs. Doubtfire (1993)', 'Silence of the Lambs, The (1991)', 'Beauty and the Beast (1991)', 'Matilda (1996)', 'Godfather, The (1972)', 'Philadelphia Story, The (1940)']"
178,3.891304348,3.75,2.875,3,3.979166667,4.25,3.75,4.368421053,3.625,0,4.333333333,3.25,2,4.416666667,4.078947368,4.1,4.192307692,4.5625,4.5,"['Shawshank Redemption, The (1994)', 'Four Weddings and a Funeral (1994)', 'Fugitive, The (1993)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Saving Private Ryan (1998)', 'American History X (1998)', 'American Beauty (1999)', ""No Man's Land (2001)"", ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'And Your Mother Too (Y tu mamá también) (2001)']"
179,3.807692308,3.722222222,4,4,3.566666667,3.714285714,0,4.181818182,3.75,0,3.666666667,4,4,3.5,4.111111111,3.888888889,3.965517241,5,4,"['Babe (1995)', 'Braveheart (1995)', 'Crimson Tide (1995)', 'Disclosure (1994)', 'Santa Clause, The (1994)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', 'Speed (1994)', 'Terminator 2: Judgment Day (1991)', 'Twister (1996)']"
180,3.8,3.75,4,4,3.388888889,4.5,0,3.642857143,3.571428571,3.5,3.25,0,0,0,3.5,3.8125,3.333333333,3.5,0,"['Star Wars: Episode IV - A New Hope (1977)', 'Goodfellas (1990)', 'Fight Club (1999)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Monty Python and the Holy Grail (1975)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Princess Bride, The (1987)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Evil Dead II (Dead by Dawn) (1987)', 'Ghostbusters II (1989)']"
181,2.75,3.058823529,3.5,3.2,2.92,2.8,0,3.18,3,0,2.75,4,3.333333333,3.2,3.037037037,2.5,3.043478261,3.166666667,2,"['American President, The (1995)', 'Babe (1995)', 'Forrest Gump (1994)', 'Firm, The (1993)', 'Jurassic Park (1993)', 'Ghost (1990)', 'Eye for an Eye (1996)', ""Mr. Holland's Opus (1995)"", 'Juror, The (1996)', 'White Squall (1996)']"
182,3.09245283,3.119186047,3.580645161,3.103448276,3.448328267,3.67539267,3.266666667,3.867075665,3.331395349,4.227272727,3.189655172,2.571428571,3.6,3.765432099,3.651234568,3.07278481,3.286458333,3.959016393,3.454545455,"['Casino (1995)', 'Four Rooms (1995)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'Age of Innocence, The (1993)', 'Fargo (1996)', 'Ghost in the Shell (Kôkaku kidôtai) (1995)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', ""Singin' in the Rain (1952)"", ""Breakfast at Tiffany's (1961)""]"
183,3.911111111,3.75,0,3,3.5,3.666666667,0,4.055555556,3,0,3.5,0,4,4,4.333333333,3.466666667,3.80952381,4.25,3.75,"['Braveheart (1995)', 'Speed (1994)', 'Fugitive, The (1993)', 'Terminator 2: Judgment Day (1991)', 'Aliens (1986)', 'Ben-Hur (1959)', 'Die Hard 2 (1990)', 'Jaws (1975)', 'Hunt for Red October, The (1990)', 'Saving Private Ryan (1998)']"
184,3.540322581,3.513157895,3.431034483,3.214285714,3.574074074,4.041666667,4.4375,3.976190476,3.35,0,3.1,3.916666667,0,4.115384615,4.166666667,3.817073171,3.75862069,4,0,"['Memento (2000)', 'Prestige, The (2006)', 'Dark Knight, The (2008)', 'Room, The (2003)', 'Wolf of Wall Street, The (2013)', 'The Lego Movie (2014)', 'Interstellar (2014)', 'Whiplash (2014)', 'Kingsman: The Secret Service (2015)', 'Avengers: Infinity War - Part I (2018)']"
185,3.666666667,3.5,3.461538462,3.466666667,3.35,3.2,0,3.590909091,3.25,0,1.5,4,3.75,4.333333333,3.571428571,2.5,4,3,0,"[""Singin' in the Rain (1952)"", 'Life Less Ordinary, A (1997)', 'Requiem for a Dream (2000)', 'Traffic (2000)', 'Memento (2000)', 'Beautiful Mind, A (2001)', 'Toy Story (1995)', 'Clerks (1994)', 'Lion King, The (1994)', 'Aladdin (1992)']"
186,4.047619048,4.115789474,4.125,4.054054054,4.097222222,4.058823529,4,4.074626866,4.136363636,4,4.1,4.333333333,4.294117647,4.333333333,4.097560976,4.090909091,4.050847458,4,4.25,"['Santa Clause, The (1994)', 'Aladdin (1992)', 'Terminator 2: Judgment Day (1991)', 'Silence of the Lambs, The (1991)', 'Beauty and the Beast (1991)', ""Breakfast at Tiffany's (1961)"", 'It Happened One Night (1934)', 'Roman Holiday (1953)', 'Wizard of Oz, The (1939)', '2001: A Space Odyssey (1968)']"
187,3.373333333,3.267857143,4.173913043,3.611111111,3.632352941,3.857142857,4.029411765,3.914285714,4.212121212,4.4375,4.203125,2.166666667,4.25,4.12962963,3.396551724,3.208333333,3.609195402,3.875,3.5,"['Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)', 'Brazil (1985)', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Evil Dead II (Dead by Dawn) (1987)', 'Lost Highway (1997)', 'Big Lebowski, The (1998)', 'Fireworks (Hana-bi) (1997)', 'Pi (1998)', 'Blue Velvet (1986)']"
188,4,5,4.5,4.75,4.304347826,4,0,4.347826087,4.75,5,0,0,4.714285714,4.222222222,4.294117647,3,4.222222222,5,4,"['Forrest Gump (1994)', 'Philadelphia Story, The (1940)', ""Singin' in the Rain (1952)"", 'Rear Window (1954)', 'Gaslight (1944)', 'Maltese Falcon, The (1941)', 'My Fair Lady (1964)', 'Wizard of Oz, The (1939)', 'Mary Poppins (1964)', 'Sound of Music, The (1965)']"
189,4.111111111,4,4.25,4.25,4,4.111111111,0,4.227272727,4,0,4,4.1,0,4.25,4,4.25,4.166666667,4.25,0,"['Dark Knight, The (2008)', ""Schindler's List (1993)"", 'Bourne Ultimatum, The (2007)', 'Up (2009)', 'Inception (2010)', 'Shawshank Redemption, The (1994)', 'Forrest Gump (1994)', 'Silence of the Lambs, The (1991)', 'Groundhog Day (1993)', 'Matrix, The (1999)']"
190,3.733333333,4.166666667,3.8,3.916666667,3.791666667,3.882352941,3.5,4.027777778,4.416666667,4,0,4.5,3.5,4,3.888888889,3.555555556,3.71875,4.25,0,"[""Schindler's List (1993)"", 'Life Is Beautiful (La Vita è bella) (1997)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'And Your Mother Too (Y tu mamá también) (2001)', 'Harry Potter and the Chamber of Secrets (2002)', 'City of God (Cidade de Deus) (2002)', 'Lost in Translation (2003)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Harry Potter and the Prisoner of Azkaban (2004)']"
191,2.466666667,2.692307692,4.666666667,3.8,3.709677419,3.928571429,5,4.056603774,4.5,5,0,2,0,3,3.590909091,2.333333333,3.666666667,3.25,1,"['Sense and Sensibility (1995)', 'Leaving Las Vegas (1995)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Dead Man Walking (1995)', 'Usual Suspects, The (1995)', 'Mighty Aphrodite (1995)', 'Angels and Insects (1995)', 'Heidi Fleiss: Hollywood Madam (1995)', 'Taxi Driver (1976)', 'Awfully Big Adventure, An (1995)']"
192,4.272727273,4.5,0,0,4,3.8,0,4,3,0,3,5,0,3.5,4.666666667,4.25,4.076923077,4,4,"['GoldenEye (1995)', 'Apollo 13 (1995)', 'Net, The (1995)', 'Clear and Present Danger (1994)', 'Forrest Gump (1994)', 'True Lies (1994)', 'Jurassic Park (1993)', 'Congo (1995)', 'Disclosure (1994)', 'Legends of the Fall (1994)']"
193,3.611111111,3.75,4,2,3.055555556,3.9375,0,4.022727273,3.5,0,4.25,4,0,4.5,3.571428571,4.071428571,4,3.5,0,"['Star Wars: Episode IV - A New Hope (1977)', 'North by Northwest (1959)', '2001: A Space Odyssey (1968)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Clockwork Orange, A (1971)', 'To Kill a Mockingbird (1962)', 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Hush... Hush, Sweet Charlotte (1964)', 'Persepolis (2007)', 'Godfather, The (1972)']"
194,3.571428571,3.833333333,2,2,3.409090909,3.5,0,3.625,0,3.5,3.5,0,2.833333333,3.5,3.1875,3.5,3.375,4.333333333,3,"['Platoon (1986)', 'Last Samurai, The (2003)', 'Sound of Music, The (1965)', 'This Is Spinal Tap (1984)', 'M*A*S*H (a.k.a. MASH) (1970)', 'First Knight (1995)', 'Specialist, The (1994)', ""Muriel's Wedding (1994)"", 'Three Musketeers, The (1993)', 'Chinatown (1974)']"
195,3.265306122,3.3,2.333333333,2.666666667,3.634615385,3.595238095,0,3.630630631,2.777777778,3,3.25,4,2,3.55,3.8,3.588235294,3.37704918,3.428571429,3.5,"['Usual Suspects, The (1995)', 'Ed Wood (1994)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Fargo (1996)', 'Mission: Impossible (1996)', 'Rear Window (1954)', 'North by Northwest (1959)', 'Die Hard (1988)', 'Swingers (1996)']"
196,4.107142857,4,4.5,4.5,3.25,4.3,0,3.9375,2.5,0,3.75,4.625,5,3.25,0,3.857142857,3.909090909,3.166666667,0,"['Apollo 13 (1995)', 'Lion King, The (1994)', 'Rock, The (1996)', 'Matrix, The (1999)', 'Gladiator (2000)', 'Dark Knight, The (2008)', 'Spotlight (2015)', ""Mr. Holland's Opus (1995)"", 'Die Hard (1988)', 'Alien (1979)']"
197,3.875,3.5,0,0,3.818181818,3.666666667,0,3.823529412,0,0,2.5,0,0,3.5,4.166666667,4.375,3.785714286,3,4,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Pulp Fiction (1994)', 'Blade Runner (1982)', 'Terminator 2: Judgment Day (1991)', 'Batman (1989)', ""Monty Python's Life of Brian (1979)"", ""One Flew Over the Cuckoo's Nest (1975)"", ""Once Upon a Time in the West (C'era una volta il West) (1968)"", 'Shooting Fish (1997)', 'As Good as It Gets (1997)']"
198,3.327272727,3.611111111,4,3.8,3.294117647,3.7,0,3.71875,3.454545455,3.5,2.764705882,3.5,4,3.303030303,3.692307692,3.380952381,3.476923077,4.166666667,3.75,"['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Dead Man Walking (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Usual Suspects, The (1995)', 'Postman, The (Postino, Il) (1994)', 'Before Sunrise (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Like Water for Chocolate (Como agua para chocolate) (1992)', 'Pulp Fiction (1994)', 'Stargate (1994)']"
199,3.36627907,3.702380952,1,2.333333333,3.390625,3.576470588,3.1,3.5,3.230769231,4.25,3.230769231,2.75,2.25,3.359375,3.156976744,3.045454545,3.223404255,4.05952381,3.875,"['Leaving Las Vegas (1995)', ""Schindler's List (1993)"", 'Blade Runner (1982)', 'Fargo (1996)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Casablanca (1942)', 'Citizen Kane (1941)', 'Swingers (1996)', 'Monty Python and the Holy Grail (1975)', 'Paths of Glory (1957)']"
200,3.811926606,3.755434783,3.333333333,3.28,3.827586207,4.053191489,4,3.799145299,3.646341463,4.666666667,3.875,4,4.125,4.346153846,3.833333333,3.64893617,3.852941176,3.772727273,3.5,"['Clueless (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Pulp Fiction (1994)', 'Shawshank Redemption, The (1994)', 'Dazed and Confused (1993)', 'Pretty Woman (1990)', 'Cool Runnings (1993)', 'That Thing You Do! (1996)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Princess Bride, The (1987)']"
201,4.081081081,4.25,4.6,4.555555556,4.206896552,3.666666667,0,4.352941176,4.066666667,1,3.571428571,4,4,4.2,4.176470588,4.027777778,3.88,5,3.5,"['Toy Story (1995)', 'Leaving Las Vegas (1995)', 'Babe (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Pulp Fiction (1994)', 'While You Were Sleeping (1995)', 'Forrest Gump (1994)', 'Jurassic Park (1993)', 'So I Married an Axe Murderer (1993)', 'Ghost (1990)']"
202,3.714285714,3.872340426,3.916666667,4.0625,3.833333333,3.913793103,4.666666667,3.859030837,4,3.833333333,4,4,3.888888889,3.777777778,3.8,3.738461538,3.764150943,4.096774194,3.9375,"['Heat (1995)', 'Hoop Dreams (1994)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Three Colors: Red (Trois couleurs: Rouge) (1994)', 'Forrest Gump (1994)', 'Fresh (1994)', 'Blade Runner (1982)', 'Terminator 2: Judgment Day (1991)', 'Silence of the Lambs, The (1991)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)']"
203,3.95,4.029411765,3.833333333,3.75,3.178571429,4.15,0,4.3125,4.090909091,0,4,4,0,4.166666667,3.5,3.722222222,3.9375,4.75,3.75,"['Braveheart (1995)', 'Pulp Fiction (1994)', 'Dances with Wolves (1990)', 'Contact (1997)', 'Gladiator (2000)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Bourne Identity, The (2002)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'Bourne Supremacy, The (2004)']"
204,3.7,3.535714286,3.678571429,3.269230769,3.942307692,4.195652174,0,3.965116279,3.75,3.833333333,3.6875,3.75,0,4.318181818,3.928571429,4.090909091,4.333333333,4.428571429,3.5,"['Seven (a.k.a. Se7en) (1995)', 'Monty Python and the Holy Grail (1975)', 'Full Metal Jacket (1987)', 'Gattaca (1997)', 'American History X (1998)', 'Blair Witch Project, The (1999)', 'Fight Club (1999)', ""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Requiem for a Dream (2000)', 'Donnie Darko (2001)']"
205,4,3.928571429,4,3.833333333,3.875,4.5,5,3.818181818,3.8,0,0,3.75,2.75,4.166666667,3.25,4.166666667,3.9,4,4.5,"['Cove, The (2009)', 'Star Wars: Episode IV - A New Hope (1977)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'Kill Bill: Vol. 1 (2003)', ""King's Speech, The (2010)"", 'Sherlock Holmes: A Game of Shadows (2011)', 'Django Unchained (2012)', 'Darkest Hour (2017)', 'Forrest Gump (1994)', 'Spaceballs (1987)']"
206,3.285714286,3.625,4.666666667,4.25,4.25,5,0,4.583333333,4.333333333,0,0,0,4,3.666666667,4.375,3.333333333,3.444444444,0,5,"['Toy Story (1995)', 'Sense and Sensibility (1995)', 'Leaving Las Vegas (1995)', 'Dead Man Walking (1995)', 'Postman, The (Postino, Il) (1994)', 'Fargo (1996)', 'James and the Giant Peach (1996)', 'Lone Star (1996)', 'Emma (1996)', 'Sabrina (1995)']"
207,2.75,2.857142857,0,0.5,2.071428571,3.5,0,3.166666667,2.333333333,0,3,0,0,0,3,2.666666667,3.428571429,0,3.5,"['American Beauty (1999)', 'Dr. No (1962)', 'American Werewolf in London, An (1981)', 'Nightmare on Elm Street, A (1984)', 'Dune (1984)', 'Live and Let Die (1973)', 'High Noon (1952)', 'American History X (1998)', 'Faculty, The (1998)', 'Arlington Road (1999)']"
208,3.388888889,3.125,0,0,3,2.833333333,0,3.5,3,0,3,0,0,3.5,3.333333333,3.833333333,3,4,0,"['Saving Private Ryan (1998)', 'Matrix, The (1999)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Cyrano de Bergerac (1990)', 'Godfather: Part III, The (1990)', 'Negotiator, The (1998)', 'Enemy of the State (1998)', 'Never Been Kissed (1999)']"
209,4.205882353,4.291666667,4,4,4.083333333,4.666666667,0,4.295454545,4.6,0,3,4.4,0,4.583333333,4.125,4,4.291666667,4.5,0,"['Shawshank Redemption, The (1994)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Indiana Jones and the Last Crusade (1989)', 'Matrix, The (1999)', 'Snatch (2000)', 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Lord of the Rings: The Two Towers, The (2002)', 'Lord of the Rings: The Return of the King, The (2003)', 'Watchmen (2009)', 'Inglourious Basterds (2009)']"
210,4.139705882,4.230769231,4.108695652,4.017857143,3.896551724,3.25,0,3.890625,3.987179487,0,3.333333333,4.259259259,0,4.333333333,4.4375,4.201219512,3.857142857,4.75,0,"['Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Fifth Element, The (1997)', 'Matrix, The (1999)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Star Wars: Episode II - Attack of the Clones (2002)', 'Star Wars: Episode III - Revenge of the Sith (2005)', 'WALL·E (2008)', 'Avatar (2009)']"
211,3.894230769,3.852941176,3.9,3.833333333,3.975,4.224137931,0,4.071428571,3.875,4,3.5,3.916666667,4.125,3.678571429,3.875,3.730769231,3.792682927,4,0,"['Shawshank Redemption, The (1994)', 'Good Will Hunting (1997)', 'Matrix, The (1999)', 'Fight Club (1999)', 'Gladiator (2000)', 'Crash (2004)', 'Watchmen (2009)', 'Avengers, The (2012)', 'Dark Knight Rises, The (2012)', 'Star Wars: Episode IV - A New Hope (1977)']"
